,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Home,DRtg,Pace,eFG%,TOV%,DRB%,FT/FGA,Unnamed: 21
51,37.9,10,22,.455,4,11,.364,2,2,1.000,1,6,7,11,1,2,2,0,26,1.0165300454651272,0.16116149986682712,-0.7383021784587542,0.02402765053473196,-0.13003037438135123,-0.028265299484755927,0.2818363206993542,
52,35.7,14,24,.583,4,8,.500,8,8,1.000,0,8,8,4,2,1,11,2,40,-0.9837387536759294,0.3631652976451006,-0.021688191288877407,0.19646137790165893,0.5450209309175875,-1.5061366725452079,1.0420274850346873,
53,33.03333333333333,11,19,.579,1,4,.250,2,3,.667,2,7,9,5,1,3,1,2,25,-0.9837387536759294,0.3631652976451006,0.639801643021766,-0.23462294051565852,-1.1426073323297579,0.033312674392768374,-1.0046410343296737,
54,37.06666666666667,11,17,.647,2,4,.500,3,4,.750,3,9,12,3,1,0,6,2,27,1.0165300454651272,0.2284960991262532,0.03343596157034027,-0.7519241226164395,-0.80508167968029,-1.1982468031576126,-0.5953073304568012,
55,37.43333333333333,11,21,.524,4,9,.444,7,10,.700,5,12,17,6,1,1,4,1,33,1.0165300454651272,-0.9498593879136863,-0.903674637036415,-1.01057471366683,0.46063951775521905,-0.21299922111731132,-0.6537835738672115,
56,37.28333333333333,12,21,.571,2,7,.286,2,3,.667,1,12,13,3,1,0,4,0,28,1.0165300454651272,-1.3875342830999486,-0.628053872740311,-0.493273531566049,1.0513094098917908,1.2648721519431494,0.10640759046812313,
57,35.53333333333333,6,17,.353,1,6,.167,4,4,1.000,1,4,5,9,2,1,8,2,17,1.0165300454651272,-1.3875342830999486,-0.628053872740311,-0.493273531566049,1.0513094098917908,1.2648721519431494,0.10640759046812313,
58,33.25,10,18,.556,5,10,.500,9,9,1.000,1,7,8,6,1,2,4,1,34,1.0165300454651272,1.6088553839444661,0.19880842014800112,1.7483649242039923,0.03873245194338271,-1.8756045158103274,-0.7707360606880322,
59,43.88333333333333,11,23,.478,2,8,.250,7,8,.875,1,11,12,8,0,1,1,3,31,1.0165300454651272,0.06015960097769042,-0.903674637036415,0.5413288326355129,0.12311386510575119,-0.028265299484755927,-0.9461647909192634,
60,34.5,11,23,.478,0,6,.000,0,3,.000,2,12,14,9,0,0,1,3,22,-0.9837387536759294,-1.118195886062249,-1.2895437070509623,-1.7003096231345378,-0.7207002665179215,0.8338263348005143,-1.9402609288962378,
